claim_id,state,district,latitude,longitude,claimed_area,recorded_area,submission_date,verification_date,approval_date,status,days_pending,claim_type,anomaly_flag,anomaly_type,severity
FRA-00828,Kerala,Idukki,11.398049,77.430547,5.21,2.07,2025-01-29,2025-02-25,2025-04-23,Approved,0,Community Forest Right,True,Land Record Mismatch,High
FRA-00829,Chhattisgarh,Surguja,18.883676,82.914814,8.29,4.65,2025-04-09,2025-07-23,2025-09-14,Approved,0,Community Forest Right,True,Land Record Mismatch,High
FRA-00830,Chhattisgarh,Surguja,19.343968,81.744991,12.21,13.14,2022-11-15,2023-02-26,2023-04-27,Approved,0,Community Forest Right,False,None,None
FRA-00831,Madhya Pradesh,Dindori,22.453784,77.740112,13.0,11.79,2024-10-01,2024-11-26,,Under Verification,703,Individual Forest Right,False,None,None
FRA-00832,Odisha,Mayurbhanj,22.041012,86.678746,10.47,3.46,2022-10-21,2022-12-01,2023-02-02,Approved,0,Community Forest Resource,True,Land Record Mismatch,High
FRA-00833,Madhya Pradesh,Dindori,22.959976,77.440142,0.7,0.77,2022-03-31,2022-07-17,2022-08-01,Approved,0,Community Forest Resource,False,None,None
FRA-00834,Maharashtra,Gadchiroli,21.169602,73.075169,11.98,12.13,2023-11-25,2023-12-26,,Under Verification,1014,Community Forest Right,False,None,None
FRA-00835,Maharashtra,Nashik,21.26186,75.45908,7.44,6.87,2025-01-18,,,Pending,594,Individual Forest Right,False,None,None
FRA-00836,Madhya Pradesh,Bhopal,22.257038,78.186954,7.92,8.72,2022-10-18,2022-11-25,2022-12-03,Approved,0,Community Forest Right,False,None,None
FRA-00837,Chhattisgarh,Surguja,21.276823,80.677653,37.12,42.2,2022-08-19,,,Pending,1477,Community Forest Right,True,Unusual Claim Area,Medium
FRA-00838,Madhya Pradesh,Mandla,22.295877,80.693278,13.84,15.48,2025-05-23,2025-07-26,2025-10-06,Approved,0,Individual Forest Right,False,None,None
FRA-00839,Kerala,Kannur,9.95066,76.668183,4.87,2.82,2023-12-15,2024-03-03,,Under Verification,994,Individual Forest Right,True,Land Record Mismatch,High
FRA-00840,Chhattisgarh,Kanker,19.60128,81.171799,10.96,11.9,2024-09-06,,,Rejected,0,Community Forest Right,False,None,None
FRA-00841,Kerala,Idukki,9.934003,75.807634,2.35,2.54,2023-12-24,2024-02-26,2024-05-02,Approved,0,Community Forest Right,False,None,None
FRA-00842,Maharashtra,Chandrapur,18.552885,80.552242,13.86,13.37,2025-01-30,,,Pending,582,Community Forest Resource,False,None,None
FRA-00843,Maharashtra,Nandurbar,19.538509,77.647711,6.62,6.77,2025-11-21,,,Rejected,0,Individual Forest Right,False,None,None
FRA-00844,Chhattisgarh,Surguja,18.014331,82.981716,0.75,0.42,2022-10-01,2022-10-26,,Under Verification,1434,Community Forest Right,True,Land Record Mismatch,High
FRA-00845,Jharkhand,Gumla,24.088131,85.930251,14.0,13.67,2023-03-08,,,Rejected,0,Individual Forest Right,False,None,None
FRA-00846,Madhya Pradesh,Balaghat,22.943652,77.105388,14.49,13.93,2025-12-07,2026-03-01,2026-03-15,Approved,0,Community Forest Resource,False,None,None
FRA-00847,Chhattisgarh,Bastar,18.734433,80.423832,4.05,3.46,2024-05-02,2024-06-04,2024-08-08,Approved,0,Community Forest Resource,False,None,None
FRA-00848,Maharashtra,Chandrapur,19.880738,78.780459,6.94,3.34,2022-01-28,2022-02-26,2022-03-10,Approved,0,Individual Forest Right,True,Land Record Mismatch,Medium
FRA-00849,Jharkhand,West Singhbhum,23.699759,87.065918,8.54,9.38,2025-03-17,,,Pending,536,Community Forest Right,False,None,None
FRA-00850,Chhattisgarh,Surguja,22.865612,81.564503,14.68,13.03,2023-03-10,2023-03-27,2023-04-29,Approved,0,Community Forest Resource,False,None,None
FRA-00851,Maharashtra,Gadchiroli,21.266235,76.747489,5.04,5.25,2024-02-19,2024-06-10,2024-08-01,Approved,0,Individual Forest Right,False,None,None
FRA-00852,Odisha,Koraput,18.9176,84.632157,11.79,11.21,2023-05-06,2023-07-24,2023-08-11,Approved,0,Community Forest Resource,False,None,None
FRA-00853,Madhya Pradesh,Mandla,22.46936,77.806904,13.97,12.88,2022-06-24,2022-11-25,,Under Verification,1533,Community Forest Right,False,None,None
FRA-00854,Madhya Pradesh,Bhopal,22.786451,80.774037,0.62,0.59,2023-08-02,2023-12-18,,Under Verification,1129,Community Forest Right,False,None,None
FRA-00855,Kerala,Idukki,12.421552,76.756642,1.91,1.86,2024-10-28,2025-02-18,2025-03-14,Approved,0,Community Forest Right,False,None,None
FRA-00856,Jharkhand,Ranchi,22.725298,84.530382,7.22,11.99,2022-07-11,2022-09-18,,Under Verification,1516,Community Forest Right,True,Land Record Mismatch,Medium
FRA-00857,Chhattisgarh,Surguja,19.454208,81.870412,14.13,12.18,2025-12-30,,,Rejected,0,Individual Forest Right,False,None,None
FRA-00858,Maharashtra,Gadchiroli,21.832063,77.535207,14.92,6.71,2022-01-31,2022-03-21,2022-06-04,Approved,0,Community Forest Right,True,Land Record Mismatch,Medium
FRA-00859,Chhattisgarh,Bastar,19.400587,81.089985,1.79,1.62,2025-11-02,2024-10-10,2024-11-16,Pending,306,Community Forest Resource,True,Delayed Processing,High
FRA-00860,Jharkhand,Ranchi,22.90868,85.003188,6.43,6.66,2025-12-13,2025-12-20,2026-02-28,Under Verification,265,Community Forest Resource,True,Delayed Processing,High
FRA-00861,Jharkhand,West Singhbhum,22.657069,87.064378,10.4,10.78,2025-08-11,2025-11-30,2026-01-05,Approved,0,Community Forest Resource,False,None,None
FRA-00862,Madhya Pradesh,Balaghat,24.132649,78.162642,2.79,2.71,2022-05-30,2022-08-07,2022-11-05,Approved,0,Community Forest Right,False,None,None
FRA-00863,Jharkhand,West Singhbhum,22.272798,84.630957,2.07,2.36,2024-03-23,,,Rejected,0,Community Forest Right,False,None,None
FRA-00864,Madhya Pradesh,Mandla,22.856059,79.417478,3.58,3.84,2022-08-23,2022-09-06,2022-11-19,Approved,0,Community Forest Right,False,None,None
FRA-00865,Chhattisgarh,Kanker,19.600933,80.09397,33.79,37.52,2024-01-11,,,Rejected,0,Community Forest Resource,True,Unusual Claim Area,Medium
FRA-00866,Jharkhand,Simdega,22.630178,84.61637,2.56,1.28,2022-06-17,2022-09-26,2022-11-27,Approved,0,Individual Forest Right,True,Land Record Mismatch,Medium
FRA-00867,Jharkhand,Simdega,24.408414,85.039167,3.38,3.83,2024-09-13,,,Pending,721,Individual Forest Right,False,None,None
FRA-00868,Kerala,Kannur,10.564077,76.732254,6.14,5.24,2025-05-07,2025-08-17,2025-11-15,Approved,0,Individual Forest Right,False,None,None
FRA-00869,Odisha,Keonjhar,18.556747,87.034255,14.04,14.04,2023-10-11,2024-01-15,2024-03-12,Approved,0,Community Forest Resource,False,None,None
FRA-00870,Madhya Pradesh,Dindori,24.358309,80.429068,9.7,10.1,2025-03-30,2025-05-06,2025-06-04,Approved,0,Community Forest Resource,False,None,None
FRA-00871,Chhattisgarh,Dantewada,19.080686,80.629289,3.27,3.45,2022-01-30,2022-03-27,2022-04-03,Approved,0,Community Forest Right,False,None,None
FRA-00872,Maharashtra,Gadchiroli,20.797269,78.191293,7.11,6.92,2023-12-23,,,Rejected,0,Community Forest Right,False,None,None
FRA-00873,Madhya Pradesh,Balaghat,23.147059,78.492486,8.51,7.65,2024-06-11,2024-10-07,2025-01-04,Approved,0,Community Forest Right,False,None,None
FRA-00874,Kerala,Idukki,11.606278,77.344754,13.64,12.0,2022-06-29,,,Rejected,0,Community Forest Resource,False,None,None
FRA-00875,Madhya Pradesh,Dindori,22.259188,79.999775,9.55,9.68,2025-07-21,2025-10-13,2025-10-22,Approved,0,Community Forest Right,False,None,None
FRA-00876,Chhattisgarh,Kanker,21.884401,81.654764,2.16,2.39,2022-09-12,2023-01-01,2023-03-06,Approved,0,Community Forest Resource,False,None,None
FRA-00877,Kerala,Kannur,9.522815,75.93661,3.75,3.51,2025-09-10,2026-01-05,2026-03-04,Approved,0,Individual Forest Right,False,None,None
FRA-00878,Jharkhand,Ranchi,22.038825,84.536814,68.9,66.65,2025-05-13,2025-06-13,2025-08-30,Approved,0,Community Forest Resource,True,Unusual Claim Area,Medium
FRA-00879,Kerala,Kannur,11.98565,77.003329,8.88,7.89,2025-07-27,2025-11-07,2025-12-04,Approved,0,Community Forest Right,False,None,None
FRA-00880,Maharashtra,Nandurbar,19.749606,73.796623,12.12,12.14,2025-07-17,,,Pending,414,Community Forest Resource,False,None,None
FRA-00881,Odisha,Mayurbhanj,22.294801,83.916932,1.85,1.82,2025-07-11,,,Rejected,0,Community Forest Resource,False,None,None
FRA-00882,Kerala,Wayanad,11.215382,75.063225,11.15,12.77,2025-07-23,,,Pending,408,Individual Forest Right,False,None,None
FRA-00883,Kerala,Palakkad,10.390768,76.338543,4.06,4.4,2024-02-14,,,Rejected,0,Community Forest Right,False,None,None
FRA-00884,Madhya Pradesh,Balaghat,23.568595,79.553546,8.9,7.84,2024-07-29,2024-09-08,,Under Verification,767,Community Forest Right,False,None,None
FRA-00885,Odisha,Mayurbhanj,18.871109,85.224103,5.74,6.32,2024-03-11,2024-06-30,2024-07-07,Approved,0,Community Forest Right,False,None,None
FRA-00886,Kerala,Wayanad,10.130888,76.049768,13.4,13.94,2024-07-12,,,Rejected,0,Individual Forest Right,False,None,None
FRA-00887,Chhattisgarh,Bastar,18.586036,81.028431,5.53,6.35,2025-05-13,,,Pending,479,Community Forest Resource,False,None,None
FRA-00888,Odisha,Koraput,19.271381,83.132999,0.83,0.33,2022-11-09,2023-01-04,2023-01-23,Approved,0,Community Forest Right,True,Land Record Mismatch,Medium
FRA-00889,Odisha,Sundargarh,19.29695,83.413864,10.77,11.26,2024-08-14,,,Rejected,0,Community Forest Resource,False,None,None
FRA-00890,Jharkhand,Gumla,22.625233,84.692568,12.77,13.6,2024-03-15,2024-07-04,2024-09-22,Approved,0,Individual Forest Right,False,None,None
FRA-00891,Kerala,Kannur,10.800415,76.115394,9.15,8.52,2023-10-15,,,Pending,1055,Community Forest Right,False,None,None
FRA-00892,Chhattisgarh,Surguja,19.869802,81.898095,1.43,1.29,2022-03-11,2022-05-24,,Under Verification,1638,Community Forest Right,False,None,None
FRA-00893,Maharashtra,Chandrapur,19.593227,73.9172,12.23,11.97,2023-01-16,2023-02-04,2023-03-08,Approved,0,Community Forest Right,False,None,None
FRA-00894,Chhattisgarh,Surguja,18.611518,80.955767,0.66,0.63,2024-08-11,,,Pending,754,Individual Forest Right,False,None,None
FRA-00895,Maharashtra,Gadchiroli,19.542364,77.814415,8.15,17.49,2023-07-24,,,Rejected,0,Community Forest Right,True,Land Record Mismatch,Medium
FRA-00896,Odisha,Mayurbhanj,19.288493,86.612263,7.73,8.87,2024-05-12,2024-07-18,2024-08-13,Approved,0,Community Forest Resource,False,None,None
FRA-00897,Jharkhand,Gumla,23.441035,84.997629,9.83,10.88,2022-01-10,2022-04-02,,Under Verification,1698,Community Forest Right,False,None,None
FRA-00898,Madhya Pradesh,Bhopal,22.843475,77.065089,7.31,8.03,2024-04-30,,,Rejected,0,Community Forest Right,False,None,None
FRA-00899,Jharkhand,Ranchi,23.391126,85.096111,9.38,9.08,2025-11-23,2026-04-12,,Under Verification,285,Individual Forest Right,True,Delayed Processing,Medium
FRA-00900,Chhattisgarh,Bastar,22.127283,80.416203,14.91,16.53,2024-06-11,2024-07-02,2024-07-31,Approved,0,Community Forest Right,False,None,None
FRA-00901,Maharashtra,Gadchiroli,21.736441,79.944119,4.27,4.64,2022-08-15,2022-10-02,2022-10-16,Approved,0,Community Forest Resource,False,None,None
FRA-00902,Maharashtra,Nashik,19.079648,74.362709,2.5,1.23,2022-09-16,2022-10-14,2023-01-01,Approved,0,Community Forest Resource,True,Land Record Mismatch,High
FRA-00903,Jharkhand,West Singhbhum,24.440874,85.12669,11.1,10.19,2023-06-25,,,Rejected,0,Community Forest Right,False,None,None
FRA-00904,Maharashtra,Nandurbar,20.637923,78.882146,3.49,3.05,2024-10-09,2024-10-20,2025-01-18,Approved,0,Community Forest Right,False,None,None
FRA-00905,Chhattisgarh,Dantewada,18.522674,80.625984,9.06,9.14,2023-10-04,,,Rejected,0,Community Forest Right,False,None,None
FRA-00906,Kerala,Palakkad,12.043421,75.264151,2.39,2.69,2024-02-29,2024-08-15,,Under Verification,918,Community Forest Right,False,None,None
FRA-00907,Chhattisgarh,Bastar,19.389192,80.492589,4.95,5.5,2025-08-20,2025-10-28,2025-11-15,Approved,0,Individual Forest Right,False,None,None
FRA-00908,Madhya Pradesh,Dindori,22.467574,77.114345,10.1,9.96,2023-06-28,2023-09-16,2023-10-01,Approved,0,Individual Forest Right,False,None,None
FRA-00909,Chhattisgarh,Dantewada,20.510952,81.52378,1.27,1.18,2022-07-20,2022-09-16,2022-11-14,Approved,0,Individual Forest Right,False,None,None
FRA-00910,Jharkhand,Gumla,23.485123,85.85347,7.66,7.51,2025-10-27,2025-12-07,2025-12-26,Approved,0,Individual Forest Right,False,None,None
FRA-00911,Madhya Pradesh,Mandla,22.596918,79.128527,4.49,5.01,2025-12-03,,,Rejected,0,Individual Forest Right,False,None,None
FRA-00912,Chhattisgarh,Surguja,20.475858,80.513087,3.45,3.59,2025-12-16,,,Pending,262,Individual Forest Right,False,None,None
FRA-00913,Chhattisgarh,Dantewada,21.695454,82.557692,10.48,22.7,2025-10-27,2025-11-29,2026-01-15,Approved,0,Community Forest Right,True,Land Record Mismatch,Medium
FRA-00914,Madhya Pradesh,Balaghat,24.435927,80.52503,64.18,59.32,2022-01-20,,,Pending,1688,Individual Forest Right,True,Unusual Claim Area,Medium
FRA-00915,Madhya Pradesh,Bhopal,23.418167,80.961652,12.61,12.71,2025-03-30,,,Under Verification,523,Community Forest Right,True,Delayed Processing,Medium
FRA-00916,Jharkhand,Simdega,24.474483,84.900688,7.55,7.24,2022-01-28,,,Rejected,0,Community Forest Right,False,None,None
FRA-00917,Maharashtra,Nashik,18.451044,78.486273,64.85,59.88,2024-04-20,2024-10-15,,Under Verification,867,Community Forest Resource,True,Unusual Claim Area,High
FRA-00918,Kerala,Kannur,10.57826,76.860913,3.31,3.76,2025-08-01,2025-09-15,2025-12-09,Approved,0,Community Forest Right,False,None,None
FRA-00919,Maharashtra,Nandurbar,19.061237,78.432531,13.38,12.94,2024-05-04,2024-07-23,,Under Verification,853,Individual Forest Right,False,None,None
FRA-00920,Maharashtra,Chandrapur,21.336686,73.98369,12.03,19.85,2023-12-12,2023-12-23,2024-02-29,Approved,0,Community Forest Resource,True,Land Record Mismatch,Medium
FRA-00921,Maharashtra,Nandurbar,19.214582,75.30608,12.1,10.34,2022-03-25,2022-07-18,2022-10-06,Approved,0,Community Forest Right,False,None,None
FRA-00922,Odisha,Koraput,20.221291,85.97114,0.51,0.47,2023-12-19,2024-05-05,,Under Verification,990,Community Forest Resource,False,None,None
FRA-00923,Chhattisgarh,Bastar,21.565985,80.427933,11.13,23.79,2022-06-15,2022-06-29,2022-09-02,Approved,0,Community Forest Right,True,Land Record Mismatch,Medium
FRA-00924,Madhya Pradesh,Mandla,24.300485,79.388155,3.01,2.95,2023-10-23,,,Rejected,0,Individual Forest Right,False,None,None
FRA-00925,Odisha,Mayurbhanj,20.165249,83.897854,4.92,4.62,2025-07-10,,,Pending,421,Community Forest Right,False,None,None
FRA-00926,Madhya Pradesh,Balaghat,23.316428,79.776534,7.81,8.24,2024-01-03,,,Pending,975,Community Forest Right,False,None,None
FRA-00927,Jharkhand,West Singhbhum,22.069182,85.956182,14.38,14.04,2022-10-15,,,Pending,1420,Individual Forest Right,False,None,None
FRA-00928,Maharashtra,Chandrapur,18.509099,77.346156,8.7,8.16,2024-03-15,2024-06-18,2024-06-23,Approved,0,Community Forest Resource,False,None,None
FRA-00929,Jharkhand,Ranchi,22.211648,84.945612,14.8,13.06,2025-05-02,2025-06-18,2025-09-03,Approved,0,Community Forest Right,False,None,None
FRA-00930,Madhya Pradesh,Bhopal,23.851182,79.697652,11.22,9.72,2023-02-24,,,Pending,1288,Community Forest Right,False,None,None
FRA-00931,Chhattisgarh,Kanker,22.475262,81.919004,2.74,2.85,2022-01-14,,,Rejected,0,Individual Forest Right,False,None,None
FRA-00932,Madhya Pradesh,Bhopal,22.000089,79.415163,2.25,1.98,2023-02-23,2023-03-08,2023-05-16,Approved,0,Individual Forest Right,False,None,None
FRA-00933,Madhya Pradesh,Mandla,23.011393,80.930785,12.39,5.32,2025-01-24,2025-04-22,2025-06-22,Approved,0,Individual Forest Right,True,Land Record Mismatch,Medium
FRA-00934,Kerala,Palakkad,10.012326,76.854162,8.43,8.37,2023-08-17,2023-09-08,2023-11-27,Approved,0,Community Forest Resource,False,None,None
FRA-00935,Odisha,Sundargarh,20.043283,86.599348,7.23,7.91,2022-10-31,2023-01-07,2023-01-27,Approved,0,Individual Forest Right,False,None,None
FRA-00936,Maharashtra,Chandrapur,18.136334,78.203379,10.03,24.89,2023-12-28,2024-05-05,,Under Verification,981,Community Forest Resource,True,Land Record Mismatch,High
FRA-00937,Maharashtra,Nandurbar,19.395336,78.649797,6.16,5.35,2025-09-05,2025-12-07,2026-02-22,Approved,0,Community Forest Resource,False,None,None
FRA-00938,Chhattisgarh,Surguja,21.924805,81.975332,70.32,79.34,2025-08-14,,,Pending,386,Community Forest Resource,True,Unusual Claim Area,Medium
FRA-00939,Maharashtra,Chandrapur,18.517688,75.592613,14.35,13.7,2025-06-18,,,Rejected,0,Individual Forest Right,False,None,None
FRA-00940,Kerala,Palakkad,10.195113,76.663152,37.38,41.65,2023-10-25,,,Rejected,0,Community Forest Resource,True,Unusual Claim Area,Medium
FRA-00941,Jharkhand,West Singhbhum,24.305939,84.216743,4.13,3.56,2022-05-30,2022-07-26,2022-10-16,Approved,0,Individual Forest Right,False,None,None
FRA-00942,Chhattisgarh,Surguja,18.538305,81.348529,2.43,2.53,2025-02-13,2025-03-27,2025-06-02,Approved,0,Community Forest Right,False,None,None
FRA-00943,Chhattisgarh,Kanker,21.71077,81.302189,8.16,8.87,2022-06-26,,,Pending,1531,Community Forest Resource,False,None,None
FRA-00944,Madhya Pradesh,Balaghat,22.083098,77.56225,0.58,0.63,2025-03-09,,,Pending,544,Individual Forest Right,False,None,None
FRA-00945,Kerala,Kannur,10.070411,75.518687,12.5,12.5,2024-01-01,,,Pending,977,Individual Forest Right,False,None,None
FRA-00946,Madhya Pradesh,Dindori,23.068779,78.504473,1.53,1.34,2024-11-25,2024-12-20,2025-02-26,Approved,0,Community Forest Resource,False,None,None
FRA-00947,Maharashtra,Chandrapur,18.09017,79.570622,4.7,5.16,2024-03-10,,,Rejected,0,Individual Forest Right,False,None,None
FRA-00948,Odisha,Koraput,20.637695,84.086293,8.01,8.28,2023-10-02,2023-10-19,2024-01-01,Approved,0,Individual Forest Right,False,None,None
FRA-00949,Maharashtra,Nashik,21.747708,80.879471,9.97,8.57,2024-05-13,2024-07-04,2024-07-16,Approved,0,Community Forest Resource,False,None,None
FRA-00950,Kerala,Idukki,12.272523,76.65834,13.23,12.18,2022-05-30,,,Rejected,0,Community Forest Resource,False,None,None
FRA-00951,Kerala,Wayanad,10.537537,75.176908,6.54,10.49,2022-06-15,2022-10-25,,Under Verification,1542,Community Forest Resource,True,Land Record Mismatch,High
FRA-00952,Chhattisgarh,Surguja,20.157578,80.910255,12.82,14.63,2026-02-18,2022-03-01,,Under Verification,198,Community Forest Resource,True,Delayed Processing,Medium
FRA-00953,Jharkhand,Ranchi,22.967812,85.320297,2.32,0.94,2025-01-30,2025-04-06,2025-04-26,Approved,0,Individual Forest Right,True,Land Record Mismatch,High
FRA-00954,Chhattisgarh,Bastar,20.943087,80.681378,91.13,84.29,2025-01-03,,,Pending,609,Individual Forest Right,True,Unusual Claim Area,Medium
FRA-00955,Madhya Pradesh,Bhopal,22.31679,77.722374,1.13,1.08,2025-09-03,2025-11-26,,Under Verification,366,Community Forest Right,False,None,None
FRA-00956,Jharkhand,Ranchi,23.641476,84.267323,14.11,12.86,2025-12-15,,,Rejected,0,Individual Forest Right,False,None,None
FRA-00957,Jharkhand,Simdega,24.353567,86.730729,4.74,4.96,2024-12-14,2025-03-15,,Under Verification,629,Community Forest Resource,False,None,None
FRA-00958,Madhya Pradesh,Bhopal,22.866589,78.643335,14.28,14.22,2022-06-10,2022-07-07,2022-09-16,Approved,0,Community Forest Resource,False,None,None
FRA-00959,Maharashtra,Nandurbar,18.490992,78.799286,11.93,10.27,2023-04-27,,,Pending,1226,Community Forest Right,False,None,None
FRA-00960,Madhya Pradesh,Bhopal,23.247269,77.135025,4.53,4.37,2022-06-23,2022-10-20,2023-01-11,Approved,0,Individual Forest Right,False,None,None
FRA-00961,Jharkhand,West Singhbhum,23.110049,84.78557,6.0,6.29,2024-12-26,2025-02-13,2025-02-22,Approved,0,Community Forest Right,False,None,None
FRA-00962,Madhya Pradesh,Mandla,24.306747,80.629798,12.25,12.58,2022-02-26,2022-06-22,2022-09-14,Approved,0,Community Forest Right,False,None,None
FRA-00963,Kerala,Wayanad,11.92219,76.383235,14.31,16.17,2023-08-12,2024-01-05,,Under Verification,1119,Community Forest Resource,False,None,None
FRA-00964,Kerala,Idukki,9.987647,75.953228,11.31,12.75,2025-06-26,2022-12-18,,Pending,435,Community Forest Resource,True,Delayed Processing,High
FRA-00965,Odisha,Keonjhar,20.784331,83.173728,4.48,4.17,2025-04-28,,,Pending,494,Community Forest Resource,True,Delayed Processing,Medium
